Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
,,,,,,,,,,,,,,,,,
,,,,,,,,,Histórico de composição dos Órgãos Judicantes,Percorra a linha do tempo para ver as datas de alterações dos órgãos judicantes,https://drive.google.com/file/d/1yerlrhCUA5QcAlrjOhsMxYP_DvaOkc2M/view?usp=share_link,"Para consultar as datas de alteração, use a seta ao lado","Para ver a composição atual, use a seta abaixo",,title,,
2019,1,4,,,,,,4 de Janeiro de 2019,4/1/2019,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTWTd0cMzgtL_dJGfT0_s7rhZYN64zwMmpvLFqfEHwR6k2BzotF7el-TZ0NMPKBK1_-eKDZmd2_Kc5q/pub"" title=""levar para link"">ATO SEGJUD.GP N° 5, DE 4 DE JANEIRO DE 2019</a>",https://drive.google.com/file/d/1QPh-OWyQJegtYADA0GY1miAF8sdXCKxV/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/148223,"ATO SEGJUD.GP N° 5, DE 4 DE JANEIRO DE 2019",,,,
2018,12,5,,,,,,5 de Dezembro de 2018,5/12/2018,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQWG-7wE2XIYzzaEmcC6B0Pww1t7xuUSCZn-cwdzJdaAkUmHuNfKpOV3M6y50eWdWfXfQIjICn8zSNO/pub"" title=""levar para link""> ATO SEGJUD.GP N° 538, DE 5 DE DEZEMBRO DE 2018 </a>",https://drive.google.com/file/d/13P2G2GbyzQf31PrMKT-xf1CvPWjGeeds/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/147657,"ATO SEGJUD.GP N° 538, DE 5 DE DEZEMBRO DE 2018",,,,
2018,8,28,,,,,,28 de Agosto de 2018,28/8/2018,"<a href=""https://docs.google.com/document/d/e/2PACX-1vSpKzuDraZBXlxMi36ZF4W4aQHZMsexZdgZ4iw5hfDZfo8rglLwC3PArgqr4trdP5tDTu4Xw4GK40oR/pub"" title=""levar para link""> ATO SEGJUD.GP N° 387, DE 28 DE AGOSTO DE 2018 </a>",https://drive.google.com/file/d/1ujdyUdlW75SzkHGk6RaHHc7ktjkCnNxD/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/143491,"ATO SEGJUD.GP N° 387, DE 28 DE AGOSTO DE 2018",,,,
2018,4,5,,,,,,5 de Abril de 2018,5/4/2018,"<a href=""https://docs.google.com/document/d/e/2PACX-1vSU0Dpl5506oyj1SQeI6_AG2Hs2b4HiFxpKJX6kvkN3HKf74o1LX3lvE8jNU-HJuoLxl00eaDLhUo-v/pub"" title=""levar para link""> ATO N° 165/SEGJUD.GP, DE 5 DE ABRIL DE 2018 </a>",https://drive.google.com/file/d/110rulW3VSx20yjeVw4Y3yKlCHMXsPOLb/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/128649,"ATO N° 165/SEGJUD.GP, DE 5 DE ABRIL DE 2018",,,,
2018,3,14,,,,,,14 de Março de 2018,14/3/2018,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTeIh_ADWJe1gx37p30HLvrLSTtXjtUTQ9Zw6njn_0rCE3i4W3ygqOuT8QoQVfjkBUNykzWKQoP45uw/pub"" title=""levar para link""> ATO N° 121/SEGJUD.GP, DE 14 DE MARÇO DE 2018 </a>",https://drive.google.com/file/d/16F66sLPpK-7uhbowYNi7TWCihbrkeYhl/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/127129,"ATO N° 121/SEGJUD.GP, DE 14 DE MARÇO DE 2018",,,,
2017,12,5,,,,,,5 de Dezembro de 2017,5/12/2017,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQzhdtNV5b_S1qlZBhgKGRRylmW_af5zeTZKUhkhzdAGfzZj5Maq8aijW_czFYS2owFbnTca3GGOsmV/pub"" title=""levar para link"">  ATO N°640/SEGJUD.GP, DE 5 DE DEZEMBRO DE 2017</a>",https://drive.google.com/file/d/1L09-0ZwytwbIx6-9_vuW7cq788sqXXuG/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/121309,"ATO N°640/SEGJUD.GP, DE 5 DE DEZEMBRO DE 2017",,,,
2017,11,22,,,,,,22 de Novembro de 2017,22/11/2017,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRnveSzE-lKMtAW7PHyvQieb6vK0WZnRSi51E6ojOvn2CgXok5yatJhkwkVXwrkmthuBllKfnZ7cHsx/pub"" title=""levar para link""> ATO N° 608/SEGJUD.GP, DE NOVEMBRO DE 2017 </a>",https://drive.google.com/file/d/1QxdlNw0Cve9wG3uXe5HxVqRlr4nj3bqZ/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/115990,"ATO N° 608/SEGJUD.GP, DE NOVEMBRO DE 2017",,,,
2017,11,13,,,,,,13 de Novembro de 2017,13/11/2017,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRlQ0_k36srD-Nh-Z75rGhM65eadH4GalH6GjnlJoQVQJKxkus7I_iSXif6InLSX7uPaIS4dYdhBR3K/pub"" title=""levar para link"">ATO N° 594/ SEGJUD.GP, DE 13 DE NOVEMBRO DE 2017  </a>",https://drive.google.com/file/d/1NyqREzsuyn-luP9UYuHOLsHdYastBLV9/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/115469,"ATO N° 594/ SEGJUD.GP, DE 13 DE NOVEMBRO DE 2017",,,,
2017,9,13,,,,,,13 de Setembro de 2017,13/9/2017,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTOPecbQm_t6-_S79WDJnkAZmsm_ikU6Jm97i8YJLjwuESu4NQ_y2L7LRwPY3q3gMu5DqoGDHadCKgV/pub"" title=""levar para link"">  ATO N° 464/SEGJUD.GP, DE 13 DE SETEMBRO DE 2017. </a>",https://drive.google.com/file/d/1MIFrbztZYn10Ja2vFa5l3lDsmpW1C-fH/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/111176,"ATO N° 464/SEGJUD.GP, DE 13 DE SETEMBRO DE 2017",,,,
2017,8,4,,,,,,4 de Agosto de 2017,4/8/2017,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQ5g23CzDLi_glhZjl43XgxwmPKhVjuO9txcQ13MT-kdMC0BNMJSd4nFGhMLlSevLkfuUCX9JB5iIlW/pub"" title=""levar para link""> ATO N° 392/SEGJUD.GP, DE 4 DE AGOSTO DE 2017 </a>",https://drive.google.com/file/d/1cFXPedohBL77SWOCSe7r9pAC3FT-cu4E/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/109024,"ATO N° 392/SEGJUD.GP, DE 4 DE AGOSTO DE 2017",,,,
2017,3,13,,,,,,13 de Março de 2017,13/3/2017,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTYnrx3bb4Z-8Zca2jgdNiD_TlQ5L2nrM2uVPNgnEZ_crgdeA3ULI3BeUh3HuoVAtEZ7s0GIyFThg-v/pub"" title=""levar para link""> ATON° 111/SEGJUD.GP, DE 13 DE MARÇO DE 2017 </a>",https://drive.google.com/file/d/1t7w_6-u04RqiKFCD4Vymlw2t28o1go_2/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/101879,"ATO N° 111/SEGJUD.GP, DE 13 DE MARÇO DE 2017",,,,
2016,8,16,,,,,,16 de Agosto de 2016,16/8/2016,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTIhD0w1SdyHpXx9rmrUjkTSCd-dRa_AN7f7fgQ27vkb0MbOTl7Do3VmRZ4jg0xLv6CvVxD6-xTQOJK/pub"" title=""levar para link""> ATO N° 383/SEGJUD.GP, DE 16 DE AGOSTO DE 2016 </a>",https://drive.google.com/file/d/10EznTxzrPdPQ9R4CBrqhxWUQHIrH8I7g/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/93442,"ATO N° 383/SEGJUD.GP, DE 16 DE AGOSTO DE 2016",,,,
2016,8,8,,,,,,8 de Agosto de 2016,8/8/2016,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRPxgSwLK8Ja1gq5cd_nxQHxRy3shhzpthcoMozgupRcvMcSa80jRWfYF4dVwCqhsXwSrDaGUA2fvRN/pub"" title=""levar para link""> ATO N° 371/SEGJUD.GP, DE 8 DE AGOSTO DE 2016 </a>",https://drive.google.com/file/d/1uGxuQ4lSGxqzcsynDDH-0SbOEwRV7saq/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/92742,"ATO N° 371/SEGJUD.GP, DE 8 DE AGOSTO DE 2016",,,,
2016,5,7,,,,,,7 de Maio de 2016,7/5/2016,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQ-2HFJ4AwWvcwMgfhGHqoA5rtaclCDLuGkwAkY6q3eiFw-muS2hzjn6TwpEnP1mja1gzr1QLrYqLUG/pub"" title=""levar para link"">ATO N°228/SEGJUD.GP, DE 7 DE MAIO DE 2016 </a>",https://drive.google.com/file/d/1wZTgQNck54rUs0f0gm9csTohQNvywd7D/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/85144,"ATO N°228/SEGJUD.GP, DE 7 DE MAIO DE 2016",,,,
2016,5,2,,,,,,2 de Maio de 2016,2/5/2016,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTru9iIcjziN7CqhiZStEuWvmUCjiDtZ6aqA6M_TaJ6bGJ6pi08wTK2e52HOs8KtHSEFjVCK3ASIbwx/pub"" title=""levar para link"">ATO N°214/SEGJUD.GP, DE 2 DE MAIO DE 2016</a>",https://drive.google.com/file/d/1NWoY0dDTpkPtIt6cC6aXDaoVBKE69kUL/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/84642,"ATO N°214/SEGJUD.GP, DE 2 DE MAIO DE 2016",,,,
2016,3,29,,,,,,29 de Março de 2016,29/3/2016,"<a href=""https://docs.google.com/document/d/e/2PACX-1vS536PqMwl-WNFL49sdKdbGFO7JuAcf3c3ghBjm1fkS9jdAVUKEl16w7nYHIYbAKyJ9B47TdqxS76VX/pub"" title=""levar para link"">  ATO N° 156/SEGJUD.GP, DE 29 DE MARÇO DE 2016</a>",https://drive.google.com/file/d/12DIz61gmrjzRVk5HydQzYdNRt9IJUJjQ/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/82342,"ATO N° 156/SEGJUD.GP, DE 29 DE MARÇO DE 2016",,,,
2016,3,3,,,,,,3 de Março de 2016,3/3/2016,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRFf23ww0F0LFBSk0WikSHp6hoTvd5bwwU_oF5_ngAhoDcQEwiqgrqh8czy5ziFDpG2yw-5ybhANlss/pub"" title=""levar para link"">ATO N° 128/SEGJUD.GP, 3 DE MARÇO DE 2016 </a>",https://drive.google.com/file/d/1RgjU7h2CgoldarAgDlmGv8mUYzBpeqZu/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/81242,"ATO N° 128/SEGJUD.GP, 3 DE MARÇO DE 2016 ",,,,
2016,2,26,,,,,,26 de Fevereiro de 2016,26/2/2016,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTjGinPV4KWmsJ-oTWNFHM2rpxh6LvShQz67tyJrDs5C5xBAjTXu4_-iLvPCFs4GNkFH_sJoongE-xq/pub"" title=""levar para link""> ATO N° 120/SEGJUD.GP, DE 26 DE FEVEREIRO DE 2016  </a>",https://drive.google.com/file/d/10nILTToTdvVW5KSiFah1KwDYZVOeeiOo/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/79892,"ATO N° 120/SEGJUD.GP, DE 26 DE FEVEREIRO DE 2016",,,,
2015,8,24,,,,,,24 de Agosto de 2015,24/8/2015,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTlDh183E2fgvEJZlgDlCBtnY8Ykq6qVMs4WMO3ggJPLELp1VfXi0D-FJ_2-aPvvUP_OvXRiaLCQWwL/pub"" title=""levar para link"">ATO N° 463/SEGJUD.GP, DE 24 DE AGOSTO DE 2015</a>",https://drive.google.com/file/d/1W6CpPU_oChqxbF_yK4qMkhhQtSsMtubD/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/66980,"ATO N° 463/SEGJUD.GP, DE 24 DE AGOSTO DE 2015",,,,
2015,6,18,,,,,,18 de Junho de 2015,18/06/2015,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTdA5YBeznKTKXhdDYnjlX1sMUtvPzp66Dq2EB6Wyzt4aF4ifzJLJbCnXQzWqIVxFtQJfaAH63-1l-h/pub"" title=""levar para link""> ATO N° 356/SEGJUD.GP, DE 18 DE JUNHO DE 2015 </a>",https://drive.google.com/file/d/1FgDeo82OYLYeIXUV1X4TrKDzzsr8TYtH/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/64580,"ATO N° 356/SEGJUD.GP, DE 18 DE JUNHO DE 2015",,,,
2015,5,4,,,,,,4 de Maio de 2015,4/5/2015,"<a href="""" title=""levar para link"">  </a>",https://drive.google.com/file/d/1w_mmTfjPh7g18Nyc4lDITuVbPuIZ8uUs/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/61380,"ATO N° 244/SEGJUD.GP, DE 4 DE MAIO DE 2015",,,,
2015,4,13,,,,,,13 de Abril de 2015,13/4/2015,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTpIf7bvTHiIQ3616p1HUwhxKPlsiXDO_JMtcoUBHI6xraA_aCUopI43AaoiX71-a5UxD6A8RyXgI_K/pub"" title=""levar para link""> ATO N° 183/SEGJUD.GP, DE 13 DE ABRIL DE 2015 </a>",https://drive.google.com/file/d/1yTDesjVxs7rVSUQR7mm-zpz3YFhj8t68/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/60380,"ATO N° 183/SEGJUD.GP, DE 13 DE ABRIL DE 2015",,,,
2015,3,13,,,,,,13 de Março de 2015,13/3/2015,"<a href=""https://docs.google.com/document/d/e/2PACX-1vThOcwS8iavyD6jUd5hBOrYuu35iafSUxnhCsbRXfrfsK_hcTj2HOSJmZYGiQRQPLP7u2MPUwnegs-I/pub"" title=""levar para link"">  ATO N° 130/SEGJUD.GP, DE 13 DE MARÇO DE 2015</a>",https://drive.google.com/file/d/192809jde_e_W42hJ8wCUjaZA337Ite7a/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/58883,"ATO N° 130/SEGJUD.GP, DE 13 DE MARÇO DE 2015",,,,
2015,2,2,,,,,,2 de Fevereiro de 2015,2/2/2015,"<a href=""https://docs.google.com/document/d/e/2PACX-1vSXufdN83hMwOn0eGKTzt8RNhpCOCrGHfPCe40n07_YIwCE9aqMh0DAFJ_ZG1Z88__Eup_VjHCAZXnU/pub"" title=""levar para link"">ATO N° 47 /SEGJUD, DE 2 DE FEVEREIRO DE 2015</a>",https://drive.google.com/file/d/1leLCl81G6ckhbdeUhN-vUg_GH5867U0z/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/56331,"ATO N° 47 /SEGJUD, DE 2 DE FEVEREIRO DE 2015",,,,
2014,4,23,,,,,,23 de Abril de 2014,23/4/2014,"<a href="""" title=""levar para link"">  </a>",https://drive.google.com/file/d/1gF3au7t92epJPTd9J06xAEWONOV257p1/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/38904,"ATO N° 218/SEGJUD.GP, DE 23 DE ABRIL DE 2014",,,,
2014,3,17,,,,,,17 de Março de 2014,17/03/2014,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQO16xH1BnBfOrtSGtvtOQKrbrykq4KfMSegVnS_klI7IKR4vje1D6YdLyA2czOGKUN0oJUq5cFn5Vu/pub"" title=""levar para link"">ATO N° 117/SEGJUD.GP, DE 17 DE MARÇO DE 2014</a>",https://drive.google.com/file/d/1CFAD00gp_VuvV_EqTeCfRMKxFt7uy1YV/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/37020,"ATO N° 117/SEGJUD.GP, DE 17 DE MARÇO DE 2014",,,,
2014,3,10,,,,,,10 de Março de 2014,10/3/2014,"<a href="""" title=""levar para link"">  </a>",https://drive.google.com/file/d/1881EwZhuBRgXajFnXyqHTfX9Iqrp8nQ4/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/36759,"ATO N° 98/SEGJUD.GP, DE 10 DE MARÇO DE 2014",,,,
2014,2,27,,,,,,27 de Fevereiro de 2014,27/2/2014,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTS7SlFXHDV6_-pDfL09xVAdd3kHwjn44gIx5O8tdwQb9_XfvKpDzGDJ9q-akVLsM8efVTWnqr4U-JA/pub"" title=""levar para link""> ATO N° 88/SEGJUD.GP, DE 27 DE FEVEREIRO DE 2014 </a>",https://drive.google.com/file/d/1sYW20mpYOPLr8qokL4mMX7cldhMmjAdS/view?usp=share_link,https://juslaboris.tst.jus.br/,"ATO N° 88/SEGJUD.GP, DE 27 DE FEVEREIRO DE 2014",,,,
2014,2,3,,,,,,3 de Fevereiro de 2014,3/2/2014,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTHZEkNuJZ_HLyq7mILp9SmuhTKpwjVG4b83uksQUId5HCcEdlcQUxGeXDFSYQNu8z6FXYFrdzNB222/pub"" title=""levar para link""> ATO N° 26/SEGJUD.GP, DE 3 DE FEVEREIRO DE 2014 </a>",https://drive.google.com/file/d/1qDI4DMaOlti782kmbFTYS4vmw9x9T47K/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/35719,"ATO N° 26/SEGJUD.GP, DE 3 DE FEVEREIRO DE 2014",,,,
2013,7,30,,,,,,30 de Julho de 2013,30/07/2013,"<a href=""https://docs.google.com/document/d/e/2PACX-1vSJC5KCAjKWMlftWFkyeRJWG0abFEnUjVy5th8zDl1DYFFyr5asp03F_eB2DsU6YyC0-8cclIG7FYdN/pub"" title=""levar para link""> ATO N° 534/SEGJUD.GP, DE 30 DE JULHO DE 2013 </a>",https://drive.google.com/file/d/1iE3vT-P78jmvHQIxB_c5QcHmLRJbMd4n/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/31579,"ATO N° 534/SEGJUD.GP, DE 30 DE JULHO DE 2013",,,,
2013,4,30,,,,,,30 de Abril de 2013,30/4/2013,"<a href=""https://docs.google.com/document/d/e/2PACX-1vSxZkMEGpSHSKHJAQbxk1Owa4txx8-VCdazkm_qZflolk-5BB6seHADmG1A-fHWLO3TxTQJ62jW3flp/pub"" title=""levar para link""> ATO N° 317/SEGJUD.GP, DE 30 DE ABRIL DE 2013 </a>",https://drive.google.com/file/d/1TxIiFaymYYJ9bQUoyHDTMcFzuv-y0RtV/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/29982,"ATO N° 317/SEGJUD.GP, DE 30 DE ABRIL DE 2013",,,,
2013,3,13,,,,,,13 de Março de 2013,13/3/2013,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQK5XsLnltp9ucr5WAlQziKZrD5gMwhEg20GbHh2_WnTE70M3Z9paU26nTeSjseP6W7TzCnOntf48lz/pub"" title=""levar para link""> ATO N° 204/SEGJUD.GP, DE 13 DE MARÇO DE 2013 </a>",https://drive.google.com/file/d/1bc-e_lgcPTQMGV8shakgoK7Io9BlcWoJ/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/29297,"ATO N° 204/SEGJUD.GP, DE 13 DE MARÇO DE 2013",,,,
2013,2,4,,,,,,4 de Fevereiro de 2013,4/2/2013,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTR2xn1X3egTsOFCkBGoD8OyeSXhXBdQrP9x28mU9tW7kezi5KoyD2Xnyj7Pb-j6f-nkrnsv5bJLoUW/pub"" title=""levar para link""> ATO N° 76/SEGJUD.GP, DE 04 DE FEVEREIRO DE 2013 </a>",https://drive.google.com/file/d/1y9f1AabTyrbUSsCnTpWSA_b6L73kYOYE/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/28697,"ATO N° 76/SEGJUD.GP, DE 04 DE FEVEREIRO DE 2013",,,,
2012,11,20,,,,,,20 de Novembro de 2012,20/11/2012,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTNZs4UNyDq3-_MEYtbL5wFD4Yw7IPjJjmHvya_uFRw3pMdpEM4mqZjgU2PSSA2mavEkqDtO48THa-2/pub"" title=""levar para link"">  ATO No 757/SEGJUD.GP, DE 20 DE NOVEMBRO DE 2012</a>",https://drive.google.com/file/d/1nq9Chux_F5H2qYaSzz_Asb1J9rkhCQfL/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/27643,"ATO No 757/SEGJUD.GP, DE 20 DE NOVEMBRO DE 2012",,,,
2012,8,8,,,,,,8 de Agosto de 2012,8/8/2012,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRm-O74gJfjV2vwChkY3Vbinwmbkbc7wSxEv8UmXWHVCwzp6UBrOaIpU7LNYFdm3bKKdZqzJQeDu_Qq/pub"" title=""levar para link"">  ATO N° 528/SEGJUD.GP, DE 8 DE AGOSTO DE 2012</a>",https://drive.google.com/file/d/1Wmdq0i7kaiAmytC1fWHlEhXBVK1FQewL/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/26004,"ATO N° 528/SEGJUD.GP, DE 8 DE AGOSTO DE 2012",,,,
2012,7,16,,,,,,16 de Julho de 2012,16/07/2012,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRTpzmhC_hyBmYdThBXcnucvgXWwPI_kcGCGjXoLQnvb7aewWlWNGRQwW9SmRJWJGhN11rBUjalzHdd/pub"" title=""levar para link""> ATO N° 487/SEGJUD.GP, DE 16 DE JULHO DE 2012 </a>",https://drive.google.com/file/d/1aR7huT-mX5nGHIQQWeWpW1XO1VNag3Aj/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/25122,"ATO N° 487/SEGJUD.GP, DE 16 DE JULHO DE 2012",,,,
2012,6,19,,,,,,19 de Junho de 2012,19/06/2012,"<a href=""https://docs.google.com/document/d/e/2PACX-1vT8oQozOFuvlrYmibsViAHpgRTxUlYV8JwbV6tcVxkz4fLNeNL7G62S1AWHznBl9BazGv5TE1Yd6Sj-/pub"" title=""levar para link""> ATO N° 411/SEGJUD.GP, DE 19 DE JUNHO DE 2012 </a>",https://drive.google.com/file/d/1YITvSa6q5oP1ZfzWFbZGT5rhMP3voK4r/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/24665,"ATO N° 411/SEGJUD.GP, DE 19 DE JUNHO DE 2012",,,,
2012,3,29,,,,,,29 de Março de 2012,29/03/2012,"<a href=""https://docs.google.com/document/d/e/2PACX-1vTHbEFZ9kZmg9jbyRZY55a2aVat1qzJwDNh-9I58KGjRu2EAadAnJU5hYj82M2oHqURcaFOpOrYKdjx/pub"" title=""levar para link""> ATO N° 224/SEGJUD.GP, DE 29 DE MARÇO DE 2012 </a>",https://drive.google.com/file/d/11ndQDuf90jYz7jgUiCoa7S4R8qGvRFjp/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/21237,"ATO N° 224/SEGJUD.GP, DE 29 DE MARÇO DE 2012",,,,
2012,2,10,,,,,,10 de Fevereiro de 2012,10/2/2012,"<a href=""https://docs.google.com/document/d/e/2PACX-1vS2MlF5J9QTGuUJw30SEs6HD4K6Wb7a3qaPIssOofSMCTJvqxVLVpvosXmMlAYhcTSMvAKAfO72d6Kg/pub"" title=""levar para link""> ATO N° 92/SEGJUD.GP, DE 10 DE FEVEREIRO DE 2012 </a>",https://drive.google.com/file/d/1VamLTrMDBsollbOnX8d80lZahlpWk8zE/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/19797,"ATO N° 92/SEGJUD.GP, DE 10 DE FEVEREIRO DE 2012",,,,
2011,8,16,,,,,,16 de Agosto de 2011,16/8/2011,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQWf24-vZR4nlsH_7mcRQVaCJ1GCm6mfYy8tGrP_uUHuVMjos5i9sySvB9Csxkq7TKfJIwDRBXBeAoV/pub"" title=""levar para link""> ATO N° 511/SEGJUD.GP, DE 16 DE AGOSTO DE 2011 </a>",https://drive.google.com/file/d/1Fu7sj2nxopbEEOG3KMu7IYukVeWcr4yi/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/15236,"ATO N° 511/SEGJUD.GP, DE 16 DE AGOSTO DE 2011",,,,
2011,3,17,,,,,,17 de Março de 2011,17/03/2011,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQheTEfrwyxQ4Zts91CuRCtDAVwZ43lKuqq6l0hVCx9LfHNbeq_uZQFomHjXwNLHVCC3I-uuZjJDWjr/pub"" title=""levar para link""> ATO N° 175-A/SEGJUD.GP, DE 17 DE MARÇO DE 2011 </a>",https://drive.google.com/file/d/1g2npciZaLi3DKJ-hGD94RhNGBMZLFnfe/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/11457,"ATO N° 175-A/SEGJUD.GP, DE 17 DE MARÇO DE 2011",,,,
2011,3,3,,,,,,3 de Março de 2011,3/3/2011,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRORZBnIyMigwSkGirM11fopaajEmmHZZaEGZHXtrnD_9DH2OE64TKU3zuWvGLNuOnLBiuyljBsYAQ_/pub"" title=""levar para link""> ATO N° 127/SEJUD.GP, DE 3 DE MARÇO DE 2011 </a>",https://drive.google.com/file/d/1IH3oXM70raJgHAMbdJrsxE-fkd-8paG7/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/11168,"ATO N° 127/SEJUD.GP, DE 3 DE MARÇO DE 2011",,,,
2011,1,10,,,,,,10 de Janeiro de 2011,10/1/2011,"<a href=""https://docs.google.com/document/d/e/2PACX-1vSIwr4OFUX15_NpP5-N6UhGUc0WC7aECyWtRiajmP453PGJfC2xkn90mlRJbeGJZNn5IbR-Q9FwWa7s/pub"" title=""levar para link""> ATO N° 008/SEJUD.GP, DE 10 DE JANEIRO DE 2011.</a>",https://drive.google.com/file/d/1CssMZqJPnxd_JufcbuL1TEUnGPMCd3HG/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/10596,"ATO N° 008/SEJUD.GP, DE 10 DE JANEIRO DE 2011.",,,,
2010,9,3,,,,,,3 de Setembro de 2010,3/9/2010,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQFrvH9xLa4fTNNObUnrKxzGqQIBnTVD4N_utdaJm1hJZxBkzm7YdclOX1mv8BEXjGs-xVps6lIaIXI/pub"" title=""levar para link""> ATO N° 422/SEJUD.GP, DE 03 DE SETEMBRO DE 2010.</a>",https://drive.google.com/file/d/1sbo6FnwOVy62ZzYBOlgtYIZAqB9ya5sb/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/8270,"ATO N° 422/SEJUD.GP, DE 03 DE SETEMBRO DE 2010.",,,,
2010,8,17,,,,,,17 de Agosto de 2010,17/08/2010,"<a href=""https://docs.google.com/document/d/e/2PACX-1vQc4yTgKFJCHtx-RfPHBJD5FS5SD_UE_0rNiLBSh4ccNc6kEKpxMyI6qxr8U1-16Vn0Ebtmee5dAlFH/pub"" title=""levar para link""> ATO N° 391/SEJUD.GP, DE 17 DE AGOSTO DE 2010. </a>",https://drive.google.com/file/d/1RM-GAKwKHGEq6Dri4QU7GY0JiKwz_0B5/view?usp=share_link,https://juslaboris.tst.jus.br/handle/20.500.12178/7964,"ATO N° 391/SEJUD.GP, DE 17 DE AGOSTO DE 2010.",,,,
